Ensembl_gene	Cancer_type	Gene_name	Driver in the same cancer	Driver in other cancer	Prognostic in the same cancer	Prognostic in other cancer	count
ENSG00000110011	TCGA-KIRP	KRT13	0	0	0	0	2
ENSG00000132207	TCGA-KIRP	MGST2	0	0	0	0	2
ENSG00000162517	TCGA-KIRP	LRRC70	0	0	0	0	2
ENSG00000168621	TCGA-KIRP	PFDN4	0	0	0	0	2
ENSG00000198189	TCGA-KIRP	OAS3	0	0	0	0	2
ENSG00000188613	TCGA-KIRP	OST4	0	0	0	0	2
ENSG00000256043	TCGA-KIRP	KLHL10	0	0	0	0	2
ENSG00000074410	TCGA-KIRP	TMPRSS11E	0	0	0	0	2
ENSG00000049245	TCGA-KIRP	SNX33	0	0	0	0	2
ENSG00000154930	TCGA-KIRP	GNG3	0	0	0	0	2
ENSG00000120054	TCGA-KIRP	DCUN1D5	0	0	0	0	2
ENSG00000130303	TCGA-BLCA	GPR135	0	0	0	0	2
ENSG00000119725	TCGA-BLCA	B3GAT1	0	0	0	0	2
ENSG00000166734	TCGA-LUAD	PAK1IP1	0	0	0	0	2
ENSG00000138802	TCGA-BLCA	CD19	0	0	0	0	2
ENSG00000132323	TCGA-BLCA	EFNA5	0	0	0	0	2
ENSG00000175518	TCGA-BLCA	ART1	0	0	0	0	2
ENSG00000114786	TCGA-BLCA	TIRAP	0	0	0	0	2
ENSG00000169877	TCGA-BLCA	PPP4R4	0	0	0	0	2
ENSG00000186732	TCGA-BLCA	CFHR1	0	0	0	0	2
ENSG00000104228	TCGA-BLCA	TMEM45B	0	0	0	0	2
ENSG00000187391	TCGA-BLCA	SEMA4B	0	0	0	0	2
ENSG00000197070	TCGA-BLCA	CHST7	0	0	0	0	2
ENSG00000168488	TCGA-BLCA	PTPRN	0	0	0	0	2
ENSG00000160352	TCGA-LUAD	ORM2	0	0	0	0	2
ENSG00000278845	TCGA-BLCA	SNRNP48	0	0	0	0	2
ENSG00000229474	TCGA-BLCA	MGST2	0	0	0	0	2
ENSG00000106268	TCGA-BLCA	ENO4	0	0	0	0	2
ENSG00000176920	TCGA-BLCA	AOC3	0	0	0	0	2
ENSG00000105993	TCGA-BLCA	ETFA	0	0	0	0	2
ENSG00000164291	TCGA-BLCA	AWAT2	0	0	0	0	2
ENSG00000197272	TCGA-BLCA	ZNF549	0	0	0	0	2
ENSG00000131269	TCGA-BLCA	SLA	0	0	0	0	2
ENSG00000197958	TCGA-LUAD	BMP8B	0	0	0	0	2
ENSG00000188095	TCGA-BLCA	PLA2G2D	0	0	0	0	2
ENSG00000135899	TCGA-LUAD	FRZB	0	0	0	0	2
ENSG00000114520	TCGA-LUAD	TIRAP	0	0	0	0	2
ENSG00000159082	TCGA-LUAD	OR8G5	0	0	0	0	2
ENSG00000183808	TCGA-LUAD	CNIH4	0	0	0	0	2
ENSG00000179889	TCGA-LUAD	CA5B	0	0	0	0	2
ENSG00000277586	TCGA-LUAD	EML6	0	0	0	0	2
ENSG00000129562	TCGA-LUAD	IL1RAPL1	0	0	0	0	2
ENSG00000096696	TCGA-LUAD	LACRT	0	0	0	0	2
ENSG00000166090	TCGA-LUAD	TTC14	0	0	0	0	2
ENSG00000107036	TCGA-LUAD	DSEL	0	0	0	0	2
ENSG00000153914	TCGA-LUAD	PLEKHG4	0	0	0	0	2
ENSG00000163251	TCGA-LUAD	ADRA2C	0	0	0	0	2
ENSG00000109107	TCGA-LUAD	SECISBP2	0	0	0	0	2
ENSG00000198081	TCGA-LUAD	POLR3D	0	0	0	0	2
ENSG00000177291	TCGA-LUAD	CHTOP	0	0	0	0	2
ENSG00000180785	TCGA-LUAD	AIRE	0	0	0	0	2
ENSG00000116711	TCGA-LUAD	NYNRIN	0	0	0	0	2
ENSG00000152332	TCGA-LUAD	KRTAP5-1	0	0	0	0	2
ENSG00000157211	TCGA-LUAD	FAM178A	0	0	0	0	2
ENSG00000162931	TCGA-BLCA	C1orf112	0	0	0	0	2
ENSG00000125775	TCGA-BLCA	PTPRCAP	0	0	0	0	2
ENSG00000138002	TCGA-BLCA	PPP2R3B	0	0	0	0	2
ENSG00000081059	TCGA-BLCA	PRC1	0	0	0	0	2
ENSG00000109881	TCGA-BLCA	NDST2	0	0	0	0	2
ENSG00000205186	TCGA-BLCA	TINF2	0	0	0	0	2
ENSG00000137135	TCGA-BLCA	NT5C1A	0	0	0	0	2
ENSG00000037474	TCGA-BLCA	CCDC88A	0	0	0	0	2
ENSG00000163644	TCGA-BLCA	ZNF445	0	0	0	0	2
ENSG00000127483	TCGA-BLCA	YBX2	0	0	0	0	2
ENSG00000130826	TCGA-BLCA	BUD13	0	0	0	0	2
ENSG00000185942	TCGA-BLCA	HIST4H4	0	0	0	0	2
ENSG00000078589	TCGA-BLCA	ZNF595	0	0	0	0	2
ENSG00000215193	TCGA-BLCA	SIT1	0	0	0	0	2
ENSG00000164050	TCGA-BLCA	SLMO1	0	0	0	0	2
ENSG00000160401	TCGA-BLCA	TASP1	0	0	0	0	2
ENSG00000068097	TCGA-BLCA	FCN1	0	0	0	0	2
ENSG00000140987	TCGA-BLCA	PTPN12	0	0	0	0	2
ENSG00000079246	TCGA-BLCA	SHANK1	0	0	0	0	2
ENSG00000084070	TCGA-BLCA	VPS18	0	0	0	0	2
ENSG00000101152	TCGA-BLCA	SYNM	0	0	0	0	2
ENSG00000127585	TCGA-BLCA	ATP6V1C1	0	0	0	0	2
ENSG00000123472	TCGA-BLCA	CGN	0	0	0	0	2
ENSG00000110723	TCGA-BLCA	PARP10	0	0	0	0	2
ENSG00000078114	TCGA-BLCA	UGCG	0	0	0	0	2
ENSG00000166145	TCGA-BLCA	PSMG2	0	0	0	0	2
ENSG00000197857	TCGA-BLCA	MTF2	0	0	0	0	2
ENSG00000173175	TCGA-BLCA	CSAG1	0	0	0	0	2
ENSG00000141560	TCGA-BLCA	AGPAT9	0	0	0	0	2
ENSG00000113269	TCGA-BLCA	WDR35	0	0	0	0	2
ENSG00000230797	TCGA-BLCA	SFRP5	0	0	0	0	2
ENSG00000087053	TCGA-BLCA	TCF23	0	0	0	0	2
ENSG00000170145	TCGA-BLCA	PFDN6	0	0	0	0	2
ENSG00000070366	TCGA-BLCA	ALG5	0	0	0	0	2
ENSG00000227345	TCGA-BLCA	ASTN2	0	0	0	0	2
ENSG00000153303	TCGA-BLCA	IKZF4	0	0	0	0	2
ENSG00000176903	TCGA-BLCA	FAM83D	0	0	0	0	2
ENSG00000133020	TCGA-BLCA	PIN4	0	0	0	0	2
ENSG00000147119	TCGA-BLCA	UGT2A2	0	0	0	0	2
ENSG00000116717	TCGA-BLCA	RDH13	0	0	0	0	2
ENSG00000172171	TCGA-BLCA	SERPINB4	0	0	0	0	2
ENSG00000116985	TCGA-BLCA	GOLM1	0	0	0	0	2
ENSG00000180964	TCGA-BLCA	FAM90A1	0	0	0	0	2
ENSG00000204070	TCGA-BRCA	SCD	0	0	0	0	2
ENSG00000165502	TCGA-BRCA	STARD8	0	0	0	0	2
ENSG00000075073	TCGA-BRCA	APOBEC2	0	0	0	0	2
ENSG00000025039	TCGA-BRCA	HSBP1	0	0	0	0	2
ENSG00000085788	TCGA-BRCA	GSTK1	0	0	0	0	2
ENSG00000116675	TCGA-BRCA	CALML3	0	0	0	0	2
ENSG00000181991	TCGA-BRCA	PLAGL2	0	0	0	0	2
ENSG00000133812	TCGA-BRCA	RSL24D1	0	0	0	0	2
ENSG00000171180	TCGA-BRCA	PIEZO1	0	0	0	0	2
ENSG00000125651	TCGA-BRCA	SLC10A7	0	0	0	0	2
ENSG00000183255	TCGA-BRCA	CDK19	0	0	0	0	2
ENSG00000162456	TCGA-BRCA	SEC61A2	0	0	0	0	2
ENSG00000024526	TCGA-BRCA	IL12B	0	0	0	0	2
ENSG00000240204	TCGA-BRCA	GZF1	0	0	0	0	2
ENSG00000084110	TCGA-BRCA	INTS2	0	0	0	0	2
ENSG00000105835	TCGA-BRCA	SYNJ1	0	0	0	0	2
ENSG00000135392	TCGA-BRCA	CD38	0	0	0	0	2
ENSG00000175390	TCGA-BRCA	RINT1	0	0	0	0	2
ENSG00000171056	TCGA-BRCA	NUP188	0	0	0	0	2
ENSG00000119899	TCGA-BRCA	UNC13B	0	0	0	0	2
ENSG00000161011	TCGA-BRCA	DZANK1	0	0	0	0	2
ENSG00000120437	TCGA-BRCA	CA6	0	0	0	0	2
ENSG00000173145	TCGA-BRCA	SCARA5	0	0	0	0	2
ENSG00000187714	TCGA-BRCA	TRNAU1AP	0	0	0	0	2
ENSG00000009335	TCGA-BRCA	GLUL	0	0	0	0	2
ENSG00000117868	TCGA-BRCA	MRPL9	0	0	0	0	2
ENSG00000180509	TCGA-BRCA	OR51B4	0	0	0	0	2
ENSG00000156381	TCGA-BRCA	HMOX1	0	0	0	0	2
ENSG00000187231	TCGA-BRCA	GALK1	0	0	0	0	2
ENSG00000149418	TCGA-BRCA	GZMA	0	0	0	0	2
ENSG00000166532	TCGA-BRCA	KANK2	0	0	0	0	2
ENSG00000030066	TCGA-BRCA	SYT1	0	0	0	0	2
ENSG00000138074	TCGA-BRCA	CYCS	0	0	0	0	2
ENSG00000185155	TCGA-BRCA	NHLRC2	0	0	0	0	2
ENSG00000070010	TCGA-BRCA	HRNR	0	0	0	0	2
ENSG00000189067	TCGA-BRCA	KRTAP5-11	0	0	0	0	2
ENSG00000170775	TCGA-BRCA	OR52N5	0	0	0	0	2
ENSG00000277972	TCGA-BRCA	CFTR	0	0	0	0	2
ENSG00000042429	TCGA-BRCA	AKAP6	0	0	0	0	2
ENSG00000170448	TCGA-BRCA	VAMP5	0	0	0	0	2
ENSG00000135047	TCGA-BRCA	SSX2B	0	0	0	0	2
ENSG00000143412	TCGA-BRCA	SP3	0	0	0	0	2
ENSG00000176731	TCGA-BRCA	SLX1B	0	0	0	0	2
ENSG00000086848	TCGA-BRCA	PELI1	0	0	0	0	2
ENSG00000170325	TCGA-BRCA	NRN1	0	0	0	0	2
ENSG00000181009	TCGA-BRCA	GRAP	0	0	0	0	2
ENSG00000156925	TCGA-BRCA	CDC37L1	0	0	0	0	2
ENSG00000165644	TCGA-BRCA	DDX31	0	0	0	0	2
ENSG00000154319	TCGA-BRCA	NRARP	0	0	0	0	2
ENSG00000167553	TCGA-BRCA	TMEM235	0	0	0	0	2
ENSG00000104067	TCGA-BRCA	NSUN5	0	0	0	0	2
ENSG00000180998	TCGA-BRCA	RBBP8NL	0	0	0	0	2
ENSG00000196502	TCGA-BRCA	ANXA7	0	0	0	0	2
ENSG00000136048	TCGA-BRCA	HPS4	0	0	0	0	2
ENSG00000272602	TCGA-BRCA	GHRHR	0	0	0	0	2
ENSG00000121039	TCGA-BRCA	OR51I1	0	0	0	0	2
ENSG00000060491	TCGA-BRCA	CCT6A	0	0	0	0	2
ENSG00000204472	TCGA-BRCA	ADIPOQ	0	0	0	0	2
ENSG00000167333	TCGA-BRCA	CLASP2	0	0	0	0	2
ENSG00000115761	TCGA-BRCA	GOLGA2	0	0	0	0	2
ENSG00000154227	TCGA-BRCA	C16orf45	0	0	0	0	2
ENSG00000089327	TCGA-BRCA	EMC3	0	0	0	0	2
ENSG00000101974	TCGA-BRCA	IGJ	0	0	0	0	2
ENSG00000140279	TCGA-BRCA	HOXD9	0	0	0	0	2
ENSG00000007402	TCGA-BRCA	PGM1	0	0	0	0	2
ENSG00000151651	TCGA-BRCA	MYLIP	0	0	0	0	2
ENSG00000243725	TCGA-BRCA	MAFA	0	0	0	0	2
ENSG00000168765	TCGA-BRCA	POLR2H	0	0	0	0	2
ENSG00000063245	TCGA-BRCA	ZNF44	0	0	0	0	2
ENSG00000108528	TCGA-BRCA	AHCYL1	0	0	0	0	2
ENSG00000119919	TCGA-BRCA	10-Sep	0	0	0	0	2
ENSG00000057935	TCGA-BRCA	POMGNT2	0	0	0	0	2
ENSG00000103512	TCGA-BRCA	CA12	0	0	0	0	2
ENSG00000243135	TCGA-BRCA	CYR61	0	0	0	0	2
ENSG00000160959	TCGA-BRCA	SLC35B4	0	0	0	0	2
ENSG00000118369	TCGA-BRCA	USP15	0	0	0	0	2
ENSG00000177693	TCGA-BRCA	MCTS1	0	0	0	0	2
ENSG00000132670	TCGA-BRCA	TOPBP1	0	0	0	0	2
ENSG00000069943	TCGA-BRCA	TROAP	0	0	0	0	2
ENSG00000171720	TCGA-BRCA	PRRC1	0	0	0	0	2
ENSG00000058063	TCGA-BRCA	RP1-170O19.20	0	0	0	0	2
ENSG00000204961	TCGA-BRCA	ZNF541	0	0	0	0	2
ENSG00000130312	TCGA-BRCA	RNF111	0	0	0	0	2
ENSG00000161682	TCGA-BRCA	ASPN	0	0	0	0	2
ENSG00000198752	TCGA-BRCA	MGST1	0	0	0	0	2
ENSG00000044115	TCGA-BRCA	MKLN1	0	0	0	0	2
ENSG00000084774	TCGA-BRCA	DCP2	0	0	0	0	2
ENSG00000163885	TCGA-BRCA	GSKIP	0	0	0	0	2
ENSG00000182634	TCGA-BRCA	MMD	0	0	0	0	2
ENSG00000159882	TCGA-BRCA	KLF1	0	0	0	0	2
ENSG00000122180	TCGA-CESC	LCA5	0	0	0	0	2
ENSG00000197111	TCGA-CESC	TMCC1	0	0	0	0	2
ENSG00000133135	TCGA-CESC	TXLNB	0	0	0	0	2
ENSG00000132664	TCGA-CESC	DSG1	0	0	0	0	2
ENSG00000176386	TCGA-CESC	PRM1	0	0	0	0	2
ENSG00000087589	TCGA-CESC	ZNF544	0	0	0	0	2
ENSG00000163743	TCGA-CESC	REN	0	0	0	0	2
ENSG00000184185	TCGA-CESC	PTPN4	0	0	0	0	2
ENSG00000163374	TCGA-CESC	PRM3	0	0	0	0	2
ENSG00000143409	TCGA-CESC	S100A16	0	0	0	0	2
ENSG00000105948	TCGA-CESC	PCDH7	0	0	0	0	2
ENSG00000172137	TCGA-CESC	USP15	0	0	0	0	2
ENSG00000135624	TCGA-CESC	ANKMY2	0	0	0	0	2
ENSG00000160310	TCGA-CESC	C11orf88	0	0	0	0	2
ENSG00000206562	TCGA-CESC	TTC23	0	0	0	0	2
ENSG00000163904	TCGA-CESC	COPB2	0	0	0	0	2
ENSG00000135521	TCGA-CESC	APOB	0	0	0	0	2
ENSG00000187733	TCGA-CESC	ACSM2A	0	0	0	0	2
ENSG00000170684	TCGA-CESC	GATA5	0	0	0	0	2
ENSG00000174669	TCGA-CESC	METTL21C	0	0	0	0	2
ENSG00000187688	TCGA-CESC	C3orf30	0	0	0	0	2
ENSG00000148795	TCGA-BRCA	MOCS2	0	0	0	0	2
ENSG00000133943	TCGA-CESC	PROSC	0	0	0	0	2
ENSG00000275385	TCGA-CESC	KRTDAP	0	0	0	0	2
ENSG00000160182	TCGA-CESC	WDR45B	0	0	0	0	2
ENSG00000171747	TCGA-CESC	DUSP15	0	0	0	0	2
ENSG00000143486	TCGA-CESC	KIF15	0	0	0	0	2
ENSG00000143028	TCGA-CESC	SLX1B	0	0	0	0	2
ENSG00000070778	TCGA-CESC	FOXH1	0	0	0	0	2
ENSG00000181767	TCGA-CESC	SMG6	0	0	0	0	2
ENSG00000171724	TCGA-CESC	NDUFA2	0	0	0	0	2
ENSG00000155275	TCGA-CESC	THSD4	0	0	0	0	2
ENSG00000136237	TCGA-CESC	MLEC	0	0	0	0	2
ENSG00000136856	TCGA-CESC	CBLL1	0	0	0	0	2
ENSG00000153815	TCGA-CESC	OR8H3	0	0	0	0	2
ENSG00000140470	TCGA-CESC	CD36	0	0	0	0	2
ENSG00000189050	TCGA-CESC	TAS1R1	0	0	0	0	2
ENSG00000087237	TCGA-CESC	OR8H1	0	0	0	0	2
ENSG00000149577	TCGA-CESC	FIBP	0	0	0	0	2
ENSG00000130997	TCGA-CESC	SLC37A4	0	0	0	0	2
ENSG00000241837	TCGA-CESC	BACE2	0	0	0	0	2
ENSG00000120334	TCGA-CESC	SULT6B1	0	0	0	0	2
ENSG00000167080	TCGA-CESC	PTK7	0	0	0	0	2
ENSG00000163898	TCGA-CESC	MAGT1	0	0	0	0	2
ENSG00000242247	TCGA-BRCA	VDAC2	0	0	0	0	2
ENSG00000060656	TCGA-CESC	SLC25A13	0	0	0	0	2
ENSG00000178700	TCGA-CESC	NPL	0	0	0	0	2
ENSG00000234560	TCGA-CESC	TMEM245	0	0	0	0	2
ENSG00000176160	TCGA-CESC	MRPS17	0	0	0	0	2
ENSG00000205784	TCGA-CESC	CEP72	0	0	0	0	2
ENSG00000096746	TCGA-CESC	CDCA5	0	0	0	0	2
ENSG00000055483	TCGA-CESC	OR52B6	0	0	0	0	2
ENSG00000167600	TCGA-CESC	CLRN2	0	0	0	0	2
ENSG00000137818	TCGA-BRCA	NMRK1	0	0	0	0	2
ENSG00000134539	TCGA-CESC	TMEM50B	0	0	0	0	2
ENSG00000151023	TCGA-BRCA	NKAPL	0	0	0	0	2
ENSG00000165996	TCGA-BRCA	VWC2L	0	0	0	0	2
ENSG00000165059	TCGA-BRCA	ARHGEF39	0	0	0	0	2
ENSG00000176253	TCGA-BRCA	EHMT2	0	0	0	0	2
ENSG00000069493	TCGA-BRCA	ZNFX1	0	0	0	0	2
ENSG00000170260	TCGA-BRCA	HEXIM1	0	0	0	0	2
ENSG00000175793	TCGA-BRCA	COG4	0	0	0	0	2
ENSG00000152457	TCGA-BRCA	GNAL	0	0	0	0	2
ENSG00000128045	TCGA-CESC	FZD6	0	0	0	0	2
ENSG00000133710	TCGA-CESC	ASB4	0	0	0	0	2
ENSG00000116039	TCGA-CESC	PHF1	0	0	0	0	2
ENSG00000109814	TCGA-CESC	KLB	0	0	0	0	2
ENSG00000109971	TCGA-CESC	SERPINE3	0	0	0	0	2
ENSG00000165584	TCGA-CESC	BLID	0	0	0	0	2
ENSG00000139292	TCGA-CESC	SEPP1	0	0	0	0	2
ENSG00000182544	TCGA-CESC	SORBS1	0	0	0	0	2
ENSG00000184277	TCGA-CESC	ANKS1B	0	0	0	0	2
ENSG00000068724	TCGA-CESC	KIAA1524	0	0	0	0	2
ENSG00000125538	TCGA-CESC	SCP2	0	0	0	0	2
ENSG00000102226	TCGA-CESC	ZNF432	0	0	0	0	2
ENSG00000068654	TCGA-CESC	CEND1	0	0	0	0	2
ENSG00000171488	TCGA-CESC	POLR3G	0	0	0	0	2
ENSG00000114850	TCGA-CESC	WNK1	0	0	0	0	2
ENSG00000177302	TCGA-CESC	MYLK4	0	0	0	0	2
ENSG00000171403	TCGA-CESC	SETMAR	0	0	0	0	2
ENSG00000214290	TCGA-CESC	ACOT8	0	0	0	0	2
ENSG00000196586	TCGA-CESC	RUNDC3A	0	0	0	0	2
ENSG00000138796	TCGA-CESC	YWHAQ	0	0	0	0	2
ENSG00000184786	TCGA-CESC	GCNT3	0	0	0	0	2
ENSG00000168906	TCGA-BRCA	ECSIT	0	0	0	0	2
ENSG00000186628	TCGA-BRCA	ARPC4-TTLL3	0	0	0	0	2
ENSG00000173369	TCGA-BRCA	GRIN1	0	0	0	0	2
ENSG00000085721	TCGA-COAD	NCAM2	0	0	0	0	2
ENSG00000084453	TCGA-COAD	ZFAND3	0	0	0	0	2
ENSG00000112333	TCGA-COAD	TEKT3	0	0	0	0	2
ENSG00000237330	TCGA-COAD	KBTBD6	0	0	0	0	2
ENSG00000196632	TCGA-COAD	TSPAN14	0	0	0	0	2
ENSG00000101890	TCGA-COAD	PRDM5	0	0	0	0	2
ENSG00000134538	TCGA-COAD	VAMP3	0	0	0	0	2
ENSG00000173578	TCGA-COAD	SLC17A8	0	0	0	0	2
ENSG00000239306	TCGA-COAD	CYR61	0	0	0	0	2
ENSG00000145309	TCGA-COAD	FAM189A2	0	0	0	0	2
ENSG00000204176	TCGA-COAD	ALDH1L2	0	0	0	0	2
ENSG00000206150	TCGA-BRCA	PAPOLG	0	0	0	0	2
ENSG00000151136	TCGA-BRCA	KLHL21	0	0	0	0	2
ENSG00000171307	TCGA-BRCA	SRL	0	0	0	0	2
ENSG00000105643	TCGA-BRCA	RHBDL3	0	0	0	0	2
ENSG00000136630	TCGA-BRCA	HNF1B	0	0	0	0	2
ENSG00000187801	TCGA-BRCA	FGGY	0	0	0	0	2
ENSG00000146243	TCGA-BRCA	SUCNR1	0	0	0	0	2
ENSG00000106459	TCGA-BRCA	CD8A	0	0	0	0	2
ENSG00000131669	TCGA-COAD	SLC2A5	0	0	0	0	2
ENSG00000130227	TCGA-COAD	FBXL8	0	0	0	0	2
ENSG00000176055	TCGA-COAD	SLC5A8	0	0	0	0	2
ENSG00000101126	TCGA-COAD	SERPINF2	0	0	0	0	2
ENSG00000162643	TCGA-COAD	IREB2	0	0	0	0	2
ENSG00000144369	TCGA-COAD	ECH1	0	0	0	0	2
ENSG00000150403	TCGA-COAD	USP17L29	0	0	0	0	2
ENSG00000215472	TCGA-COAD	ZNF28	0	0	0	0	2
ENSG00000140459	TCGA-COAD	CYP1A2	0	0	0	0	2
ENSG00000083444	TCGA-COAD	CKAP2	0	0	0	0	2
ENSG00000073350	TCGA-COAD	SERPINB5	0	0	0	0	2
ENSG00000145907	TCGA-COAD	EMB	0	0	0	0	2
ENSG00000056558	TCGA-COAD	TREM2	0	0	0	0	2
ENSG00000147586	TCGA-COAD	FAM107B	0	0	0	0	2
ENSG00000184227	TCGA-COAD	DPAGT1	0	0	0	0	2
ENSG00000103326	TCGA-COAD	SLC28A1	0	0	0	0	2
ENSG00000008513	TCGA-COAD	ZNF431	0	0	0	0	2
ENSG00000131386	TCGA-COAD	TUFT1	0	0	0	0	2
ENSG00000149761	TCGA-COAD	VANGL2	0	0	0	0	2
ENSG00000137393	TCGA-COAD	MT-ATP8	0	0	0	0	2
ENSG00000137269	TCGA-COAD	ACER1	0	0	0	0	2
ENSG00000145365	TCGA-COAD	DDHD2	0	0	0	0	2
ENSG00000215372	TCGA-BRCA	UBE2K	0	0	0	0	2
ENSG00000198746	TCGA-BRCA	8-Mar	0	0	0	0	2
ENSG00000187223	TCGA-BRCA	ALDH5A1	0	0	0	0	2
ENSG00000090382	TCGA-BRCA	ASTN2	0	0	0	0	2
ENSG00000256525	TCGA-BRCA	FABP9	0	0	0	0	2
ENSG00000205076	TCGA-BRCA	SKAP1	0	0	0	0	2
ENSG00000178700	TCGA-BRCA	DPYS	0	0	0	0	2
ENSG00000116690	TCGA-BRCA	FRMD1	0	0	0	0	2
ENSG00000119599	TCGA-BRCA	TUBA4A	0	0	0	0	2
ENSG00000249751	TCGA-BRCA	ATXN10	0	0	0	0	2
ENSG00000014138	TCGA-BRCA	NCEH1	0	0	0	0	2
ENSG00000103174	TCGA-BRCA	RPN2	0	0	0	0	2
ENSG00000085721	TCGA-BRCA	INO80E	0	0	0	0	2
ENSG00000188694	TCGA-BRCA	BCKDK	0	0	0	0	2
ENSG00000185823	TCGA-BRCA	CBWD1	0	0	0	0	2
ENSG00000108830	TCGA-BRCA	NADK2	0	0	0	0	2
ENSG00000133169	TCGA-BRCA	C8orf47	0	0	0	0	2
ENSG00000196104	TCGA-BRCA	RAB44	0	0	0	0	2
ENSG00000175224	TCGA-BRCA	GPR137C	0	0	0	0	2
ENSG00000151065	TCGA-BRCA	WDR82	0	0	0	0	2
ENSG00000180530	TCGA-BRCA	VSIG4	0	0	0	0	2
ENSG00000160447	TCGA-BRCA	SCN1B	0	0	0	0	2
ENSG00000198169	TCGA-BRCA	GYLTL1B	0	0	0	0	2
ENSG00000147183	TCGA-BRCA	TMPRSS9	0	0	0	0	2
ENSG00000130638	TCGA-BRCA	TMPRSS4	0	0	0	0	2
ENSG00000149346	TCGA-BRCA	CNIH2	0	0	0	0	2
ENSG00000123453	TCGA-BRCA	H2BC10	0	0	0	0	2
ENSG00000181038	TCGA-BRCA	PPFIA3	0	0	0	0	2
ENSG00000160469	TCGA-BRCA	KIR2DL4	0	0	0	0	2
ENSG00000154548	TCGA-BRCA	AIDA	0	0	0	0	2
ENSG00000103066	TCGA-BRCA	HIST2H2AA4	0	0	0	0	2
ENSG00000106100	TCGA-BRCA	ZNF546	0	0	0	0	2
ENSG00000089876	TCGA-BRCA	KBTBD12	0	0	0	0	2
ENSG00000135472	TCGA-BRCA	CHRNA10	0	0	0	0	2
ENSG00000110446	TCGA-BRCA	FLNB	0	0	0	0	2
ENSG00000182583	TCGA-BRCA	GDAP1L1	0	0	0	0	2
ENSG00000172769	TCGA-BRCA	RGS1	0	0	0	0	2
ENSG00000126970	TCGA-BRCA	SEC14L1	0	0	0	0	2
ENSG00000170613	TCGA-BRCA	SPRR2E	0	0	0	0	2
ENSG00000073711	TCGA-BRCA	TMEM252	0	0	0	0	2
ENSG00000169933	TCGA-BRCA	RRNAD1	0	0	0	0	2
ENSG00000171466	TCGA-BRCA	MEX3C	0	0	0	0	2
ENSG00000128928	TCGA-BRCA	OBSL1	0	0	0	0	2
ENSG00000169914	TCGA-COAD	CALML3	0	0	0	0	2
ENSG00000229579	TCGA-COAD	ZNF644	0	0	0	0	2
ENSG00000119125	TCGA-BRCA	ICMT	0	0	0	0	2
ENSG00000162695	TCGA-COAD	DEFA4	0	0	0	0	2
ENSG00000100053	TCGA-COAD	MAGEB18	0	0	0	0	2
ENSG00000172348	TCGA-COAD	MMP15	0	0	0	0	2
ENSG00000171812	TCGA-COAD	ASCL2	0	0	0	0	2
ENSG00000228278	TCGA-COAD	LIN54	0	0	0	0	2
ENSG00000149654	TCGA-COAD	GRHL3	0	0	0	0	2
ENSG00000137074	TCGA-COAD	PEX12	0	0	0	0	2
ENSG00000166347	TCGA-COAD	RCHY1	0	0	0	0	2
ENSG00000152192	TCGA-COAD	NAT2	0	0	0	0	2
ENSG00000128581	TCGA-COAD	DENND5A	0	0	0	0	2
ENSG00000169679	TCGA-COAD	SCYL3	0	0	0	0	2
ENSG00000204217	TCGA-COAD	UNC5D	0	0	0	0	2
ENSG00000163848	TCGA-COAD	PCGF6	0	0	0	0	2
ENSG00000104537	TCGA-COAD	HSD17B11	0	0	0	0	2
ENSG00000109475	TCGA-COAD	PRODH2	0	0	0	0	2
ENSG00000062716	TCGA-COAD	PADI2	0	0	0	0	2
ENSG00000184221	TCGA-COAD	CENPL	0	0	0	0	2
ENSG00000163254	TCGA-COAD	CPA6	0	0	0	0	2
ENSG00000099804	TCGA-COAD	RNF115	0	0	0	0	2
ENSG00000168818	TCGA-COAD	PAGE4	0	0	0	0	2
ENSG00000130347	TCGA-COAD	SEC16A	0	0	0	0	2
ENSG00000105141	TCGA-COAD	B3GNT6	0	0	0	0	2
ENSG00000174206	TCGA-COAD	AKAP4	0	0	0	0	2
ENSG00000179178	TCGA-BRCA	ESR2	0	0	0	0	2
ENSG00000128694	TCGA-BRCA	LNPEP	0	0	0	0	2
ENSG00000142511	TCGA-BRCA	PRPF19	0	0	0	0	2
ENSG00000122376	TCGA-BRCA	CKS1B	0	0	0	0	2
ENSG00000099860	TCGA-BRCA	SACM1L	0	0	0	0	2
ENSG00000141161	TCGA-COAD	CAPN14	0	0	0	0	2
ENSG00000167311	TCGA-COAD	THBD	0	0	0	0	2
ENSG00000164542	TCGA-COAD	C1QB	0	0	0	0	2
ENSG00000007944	TCGA-COAD	OR2M4	0	0	0	0	2
ENSG00000140368	TCGA-COAD	IL1B	0	0	0	0	2
ENSG00000125629	TCGA-COAD	SNX24	0	0	0	0	2
ENSG00000198786	TCGA-COAD	KCNJ13	0	0	0	0	2
ENSG00000168925	TCGA-COAD	EIF3CL	0	0	0	0	2
ENSG00000163754	TCGA-COAD	TRIM34	0	0	0	0	2
ENSG00000126756	TCGA-COAD	MOB1B	0	0	0	0	2
ENSG00000130475	TCGA-COAD	ANXA8L1	0	0	0	0	2
ENSG00000060138	TCGA-COAD	PAN3	0	0	0	0	2
ENSG00000153558	TCGA-COAD	MSTN	0	0	0	0	2
ENSG00000116824	TCGA-COAD	CCL3	0	0	0	0	2
